Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
T8X4HUQ7,journalArticle,2022,"Anakath, AS; Kannadasan, R; Joseph, NP; Boominathan, P; Sreekanth, GR",Insider Attack Detection Using Deep Belief Neural Network in Cloud Computing,COMPUTER SYSTEMS SCIENCE AND ENGINEERING,,0267-6192,10.32604/csse.2022.019940,,,2022,22/12/2025 13:43,27/12/2025 5:33,,479-492,,2,41,,,,,,,,,,,,,,WOS:000711978700004,,,,,C:\Users\rao\Zotero\storage\Z3D7XJ7A\Anakath et al. - 2022 - Insider Attack Detection Using Deep Belief Neural Network in Cloud Computing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9KXNIVHH,journalArticle,2022,"Al-Mhiqani, M.N.; Ahmad, R.; Zainal Abidin, Z.Z.; Abdulkareem, K.H.; Mohammed, M.A.; Gupta, D.; K, K.",A new intelligent multilayer framework for insider threat detection,Computers and Electrical Engineering,,0045-7906,10.1016/j.compeleceng.2021.107597,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119610462&doi=10.1016%2Fj.compeleceng.2021.107597&partnerID=40&md5=59a1ceb34d39a6fe8caef61028f613f3,"In several earlier studies, machine learning (ML) has been widely used for building insider threat detection systems. However, the selection of the most appropriate ML classification model for insider threats detection remains a challenge. Despite the prominence of ML in the domain of insider threat detection, none of the previous works have utilized ML techniques for building a hybrid solution that can take advantage of the misuse and anomaly insider threat detection. In this study, a new multilayer framework has been proposed for insider threat detection. The first layer of the framework is used for selecting the best insider threat detection classification model among many based on the multi-criteria decision making techniques. The selection procedure has been developed based on the integration of the entropy-VIKOR methods. For the second layer, a hybrid insider threat detection method has been proposed, where the Misuse Insider Threat Detection (MITD) model has been created using the random forest algorithm. Subsequently, using the K-Nearest Neighbors algorithm, an anomaly insider threat detection algorithm has been developed. The proposed multilayer framework for insider threat detection has been evaluated by using the CERT r4.2 dataset. Results of the experiment demonstrate that the validity of the results produced by the selection framework is proven by the validation procedure obtained from previous research. The proposed hybrid detection method is observed to exhibit an overall accuracy of 99% and a false positive rate of 0.29% for known insider threats, whereas it exhibits 97% accuracy and 2.88% false-positive rate for unknown insider threats. © 2021",2022,23/12/2025 2:34,27/12/2025 5:33,,,,,97,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 72</p>,C:\Users\rao\Zotero\storage\E2UGGS2U\Al-Mhiqani et al. - 2022 - A new intelligent multilayer framework for insider threat detection.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR4R4F8G,journalArticle,2022,"Hafizur Rahman, M.M.; Naeem, M.A.A.; Abubakar, A.",Threats From Unintentional Insiders: An Assessment of an Organization's Readiness Using Machine Learning,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2022.3214819,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140720505&doi=10.1109%2FACCESS.2022.3214819&partnerID=40&md5=d4649e271f811214f8388951f5edba41,"Today's organisations are facing a number of challenges, one of the most significant of which is ensuring the safety of their digital data. This is as a result of the fact that they are frequently faced with internal and external threats that can put the data they have been entrusted with in jeopardy of being compromised. As a result of this, this study investigates the dimension of threats associated to unintentional internal user of an organisation and utilises NARX to model and test a detection scheme associated to the menace. In addition, this study aims to provide a better understanding of the current state of the threat landscape. The data adopted for this research is primarily a 'user activity logs' dataset from CERT (release version r4.2). From the data, the study conceptualized 'Access', 'Motivation', and 'Action' to be the key dimensions influencing 'insider', whereas 'Intent', '+Action', 'Method', and 'knowledge' are the key dimension influencing 'threats'. Experimental analyses conducted by NARX within several numbers of partitions of the data point to a good detection capacity, with the greatest value of R2 coming in at 0.97. This indicates that NARX was able to detect the crucial dimension that was formulated for by the research to be the detections parameter of an inadvertent insider threat when operating under the best partition. In light of these findings, organisations can use the proposed approach to assess their preparedness for Insider attacks. © 2013 IEEE.",2022,23/12/2025 2:34,27/12/2025 5:33,,110294-110308,,,10,,,,,,,,,,,,,Scopus,,,,,"<div data-schema-version=""9""><p>Duplicate</p> <p></p> </div>; <p>Export Date: 23 December 2025; Cited By: 4</p>",C:\Users\rao\Zotero\storage\DAT2PAP9\Hafizur Rahman et al. - 2022 - Threats From Unintentional Insiders An Assessment of an Organization's Readiness Using Machine Lear.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8I7NPC8G,journalArticle,2022,"He, D.; Lv, X.; Xu, X.; Yu, S.; Li, D.; Chan, S.; Guizani, M.",An Effective Double-Layer Detection System Against Social Engineering Attacks,IEEE Network,,0890-8044,10.1109/MNET.105.2100425,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135744580&doi=10.1109%2FMNET.105.2100425&partnerID=40&md5=9a9c14a6da2c76a6b73558f56a7c363c,"In recent years, social engineering attacks that use phishing emails as the medium and target specific groups of people have occurred frequently. Current enterprise systems are vulnerable to social engineering attacks. In addition, existing detection methods are relatively ineffective. Therefore, we propose a double-layer detection framework based on deep learning technology. First, a phishing email detection model based on Long Short-Term Memory (LSTM) and extreme gradient boosting tree (XGBoost) is designed from the perspective of individual security. Then, an insider threat detection model based on Bidirectional LSTM and Attention mechanism is designed from the perspective of group security. Finally, combined with the social engineering network attack simulation theory, a social engineering attack and defense simulation platform is established. In the double-layer frame-work, we use Bi-LSTM to obtain long-range dependent features of email body and user sequence information. Then XGBoost and Attention mechanism are used to further strengthen the network structure and improve the classification accuracy. Compared with traditional methods, our model does not require manual feature extraction, and can accurately identify phishing emails and insider threats. Finally, our proposed social engineering simulation platform verifies the effectiveness of the two-layer model. The experimental results show that our proposed framework has the characteristics of timely detection and after-the-fact investigation, which can effectively detect phishing attacks and insider threats faced by enterprise systems. © 1986-2012 IEEE.",2022,23/12/2025 2:34,27/12/2025 5:33,,92-98,,6,36,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 8</p>,C:\Users\rao\Zotero\storage\NNVPCIQF\He et al. - 2022 - An Effective Double-Layer Detection System Against Social Engineering Attacks.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QKFJPEUM,journalArticle,2022,"Haq, M.A.; Khan, M.A.R.; Alshehri, M.",Insider Threat Detection Based on NLP Word Embedding and Machine Learning,Intelligent Automation and Soft Computing,,1079-8587,10.32604/iasc.2022.021430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122303547&doi=10.32604%2Fiasc.2022.021430&partnerID=40&md5=2de9ccd3e52190f91ff9925c9feaf3c3,"The growth of edge computing, the Internet of Things (IoT), and cloud computing have been accompanied by new security issues evolving in the information security infrastructure. Recent studies suggest that the cost of insider attacks is higher than the external threats, making it an essential aspect of information security for organizations. Efficient insider threat detection requires state-of-the-art Artificial Intelligence models and utility. Although significant have been made to detect insider threats for more than a decade, there are many limitations, including a lack of real data, low accuracy, and a relatively low false alarm, which are major concerns needing further investigation. In this paper, an attempt to fulfill these gaps by detecting insider threats with the novelties of the present investigation first developed two deep learning hybrid LSTM models integrated with Goo-gle's Word2vec LSTM (Long Short-Term Memory) GLoVe (Global Vectors for Word Representation) LSTM. Secondly, the performance of two hybrid DL models was compared with the state-of-the-art ML models such as XGBoost, Ada-Boost, RF (Random Forest), KNN (K-Nearest Neighbor) and LR (Logistics Regression). Thirdly, the present investigation bridges the gaps of using a real dataset, high accuracy, and significantly lower false alarm rate. It was found that ML-based models outperformed the DL-based ones. The results were evaluated based on earlier studies and deemed efficient at detecting insider threats using the real dataset. © 2022, Tech Science Press. All rights reserved.",2022,23/12/2025 2:34,27/12/2025 5:33,,619-635,,1,33,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 42</p>,C:\Users\rao\Zotero\storage\NPI3XDUG\Haq et al. - 2022 - Insider Threat Detection Based on NLP Word Embedding and Machine Learning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMLVLSJT,journalArticle,2022,"Alshehri, A",Relational Deep Learning Detection with Multi-Sequence Representation for Insider Threats,INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS,,2158-107X,,,,2022-05,22/12/2025 13:43,27/12/2025 5:33,,758-765,,5,13,,,,,,,,,,,,,,WOS:000836199700001,,,,,C:\Users\rao\Zotero\storage\R7Y3FAWI\Alshehri - 2022 - Relational Deep Learning Detection with Multi-Sequence Representation for Insider Threats.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JVF6E6HZ,journalArticle,2022,"Amuda, O.K.; Akinyemi, B.O.; Sanni, M.L.; Aderounmu, G.A.",A Predictive User Behaviour Analytic Model for Insider Threats in Cyberspace,International Journal of Communication Networks and Information Security,,N/A,10.17762/ijcnis.v14i1.5208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129250441&doi=10.17762%2Fijcnis.v14i1.5208&partnerID=40&md5=c6b13a26bb4a32697507087f25a4487b,"Insider threat in cyberspace is a recurring problem since the user activities in a cyber network are often unpredictable. Most existing solutions are not flexible and adaptable to detect sudden change in user's behaviour in streaming data, which led to a high false alarm rates and low detection rates. In this study, a model that is capable of adapting to the changing pattern in structured cyberspace data streams in order to detect malicious insider activities in cyberspace was proposed. The Computer Emergency Response Team (CERT) dataset was used as the data source in this study. Extracted features from the dataset were normalized using Min-Max normalization. Standard scaler techniques and mutual information gain technique were used to determine the best features for classification. A hybrid detection model was formulated using the synergism of Convolutional Neural Network (CNN) and Gated Recurrent Unit (GRU) models. Model simulation was performed using python programming language. Performance evaluation was carried out by assessing and comparing the performance of the proposed model with a selected existing model using accuracy, precision and sensitivity as performance metrics. The result of the simulation showed that the developed model has an increase of 1.48% of detection accuracy, 4.21% of precision and 1.25% sensitivity over the existing model. This indicated that the developed hybrid approach was able to learn from sequences of user actions in a time and frequency domain and improves the detection rate of insider threats in cyberspace. © 2022. All Rights Reserved.",2022,23/12/2025 2:34,27/12/2025 5:33,,150-159,,1,14,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 8</p>,C:\Users\rao\Zotero\storage\C34T5JRH\Amuda et al. - 2022 - A Predictive User Behaviour Analytic Model for Insider Threats in Cyberspace.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8EFWIS4Q,journalArticle,2022,"Yıldırım, M.; Anarım, E.",Mitigating insider threat by profiling users based on mouse usage pattern: ensemble learning and frequency domain analysis,INTERNATIONAL JOURNAL OF INFORMATION SECURITY,,1615-5262,10.1007/s10207-021-00544-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106229324&doi=10.1007%2Fs10207-021-00544-9&partnerID=40&md5=066b524c747014ff54c22b28879d766d,"Exploring novel security layers in academia and industry is always a concern due to the types of malware developing currently. Adding a widely applicable security layer into existing ones in terms of verification can be achieved by profiling users by their behaviors. A great candidate may be mouse dynamics. The nature of behavioral biometry based on mouse dynamics contains less sensitive data and still can perform well enough. We present a verification model based on assigning legality scores to individual mouse actions and aggregate these scores to assign a legality probability to the whole session while investigating frequency domain features of movement sequences. How the combinational schemes can improve the performance of the overall system is also investigated. The publicly known Balabit Dataset which contains 10 users’ training and test sessions is used for evaluation. The classifiers are trained with only training sessions and evaluated on test sessions. After extensive several experiments, equal error rate with a value of 7.46% and area under the receiver operating characteristic curve with a value of 96.47% are achieved. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH, DE.",2022,23/12/2025 2:34,27/12/2025 5:33,,239-251,,2,21,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 8</p>,C:\Users\rao\Zotero\storage\6GKQTDDF\Yıldırım and Anarım - 2022 - Mitigating insider threat by profiling users based on mouse usage pattern ensemble learning and fre.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZXIZPMUS,journalArticle,2022,"Alabdulkreem, E.; Alduailij, M.; Alduailij, M.; Mansour, R.F.",Optimal weighted fusion based insider data leakage detection and classification model for Ubiquitous computing systems,Sustainable Energy Technologies and Assessments,,2213-1388,10.1016/j.seta.2022.102815,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139336809&doi=10.1016%2Fj.seta.2022.102815&partnerID=40&md5=8c57d702f338eb5d2a53d0aa01a90570,"With the rapid growth and evolving advancement in artificial technology, Ubiquitous computing methods plays a vital role in day to day lives. Insider threats were malicious activities which are executed by an official worker within an institution. Insider threats indicate cybersecurity challenges for public and private companies, as an insider attack could cause widespread damages to company properties than exterior attacks. Many prevailing methods in the domain of insider threat concentrated on identifying general insider attack situations. But insider attacks are takes place in several ways, and one of the dangerous attack is a data leakage attack which is accomplished by a malicious insider before one leaves a company. This article develops a Metaheuristic with Weighted Fusion Based Insider Data Leakage Detection and Classification (MWF-IDLDC) Model for Ubiquitous Computing Systems. The presented MWF-IDLDC technique primarily performs pre-processing and feature extraction at the initial stage. In addition, the MWF-IDLDC technique derives a weighted fusion-based feature extraction approach comprising three DL methods namely long short-term memory (LSTM), gated recurrent unit (GRU), and stacked autoencoder (SAE). For optimally tuning the hyperparameters related to the DL models, the ant lion optimizer (ALO) algorithm is utilized in this study. The design of fusion process with ALO hyperparameter optimizer demonstrate the novelty of the work. The experimental validation of the MWF-IDLDC approach can be tested using a series of simulations and the outcomes were scrutinized under distinct aspects. The comparative analysis highlighted the improvements of the MWF-IDLDC method compared to recent approaches with maximum accuracy of 99.40%. © 2022",2022,23/12/2025 2:34,27/12/2025 5:33,,,,,54,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 8</p>,C:\Users\rao\Zotero\storage\DXRN4I3E\Alabdulkreem et al. - 2022 - Optimal weighted fusion based insider data leakage detection and classification model for Ubiquitous.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYAJAVVJ,journalArticle,2023,"Sarhan, BB; Altwaijry, N",Insider Threat Detection Using Machine Learning Approach,APPLIED SCIENCES-BASEL,,2076-3417,10.3390/app13010259,,,2023-01,22/12/2025 13:43,27/12/2025 5:33,,,,1,13,,,,,,,,,,,,,,WOS:000909184000001,,,,,C:\Users\rao\Zotero\storage\Y2JELGX8\Sarhan and Altwaijry - 2023 - Insider Threat Detection Using Machine Learning Approach.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2FFRQH36,journalArticle,2023,"Wang J, JR; Sun, QR; Zhou, CQ",Insider Threat Detection Based on Deep Clustering of Multi-Source Behavioral Events,APPLIED SCIENCES-BASEL,,2076-3417,10.3390/app132413021,,,2023-12,22/12/2025 13:43,12/1/2026 6:56,,,,24,13,,,,,,,,,,,,,,WOS:001131026900001,,,,,C:\Users\rao\Zotero\storage\JTHAMEVK\Wang et al. - 2023 - Insider Threat Detection Based on Deep Clustering of Multi-Source Behavioral Events.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25THVSQ3,journalArticle,2023,"Asha, S; Shanmugapriya, D; Padmavathi, G",Malicious insider threat detection using variation of sampling methods for anomaly detection in cloud environment,COMPUTERS & ELECTRICAL ENGINEERING,,0045-7906,10.1016/j.compeleceng.2022.108519,,,2023-01,22/12/2025 13:43,27/12/2025 5:33,,,,,105,,,,,,,,,,,,,,WOS:000898785500009,,,,,C:\Users\rao\Zotero\storage\AUHLK7RP\Asha S 2023 Malicious insider threat detection using variation of samplin.pdf; C:\Users\rao\Zotero\storage\IWI36LSM\Asha et al. - 2023 - Malicious insider threat detection using variation of sampling methods for anomaly detection in clou.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TBYZKKT,journalArticle,2023,"Pal, P; Chattopadhyay, P; Swarnkar, M",Temporal feature aggregation with attention for insider threat detection from activity logs,EXPERT SYSTEMS WITH APPLICATIONS,,0957-4174,10.1016/j.eswa.2023.119925,,,15/8/2023,22/12/2025 13:43,27/12/2025 5:33,,,,,224,,,,,,,,,,,,,,WOS:000968887600001,,,,,C:\Users\rao\Zotero\storage\RKYS92H3\Pal et al. - 2023 - Temporal feature aggregation with attention for insider threat detection from activity logs.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2T6JKVEQ,journalArticle,2023,"Peccatiello, RB; Gondim, JJC; Garcia, LPF",Applying One-Class Algorithms for Data Stream-Based Insider Threat Detection,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2023.3293825,,,2023,22/12/2025 13:43,27/12/2025 5:33,,70560-70573,,,11,,,,,,,,,,,,,,WOS:001038310200001,,,,,C:\Users\rao\Zotero\storage\B4CG9YK7\Peccatiello et al. - 2023 - Applying One-Class Algorithms for Data Stream-Based Insider Threat Detection.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9DUDA3UY,journalArticle,2023,"Al-Shehari, T; Al-Razgan, M; Alfakih, T; Alsowail, RA; Pandiaraj, S",Insider Threat Detection Model Using Anomaly-Based Isolation Forest Algorithm,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2023.3326750,,,2023,22/12/2025 13:43,27/12/2025 5:33,,118170-118185,,,11,,,,,,,,,,,,,,WOS:001097543500001,,,,,C:\Users\rao\Zotero\storage\T4L4V6RX\Al-Shehari et al. - 2023 - Insider Threat Detection Model Using Anomaly-Based Isolation Forest Algorithm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D67XIBTN,journalArticle,2023,"Mehmood, M.; Amin, R.; Muslam, M.M.A.; Xie, J.; Aldabbas, H.",Privilege Escalation Attack Detection and Mitigation in Cloud Using Machine Learning,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2023.3273895,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159793723&doi=10.1109%2FACCESS.2023.3273895&partnerID=40&md5=fd6c892a9a07138705b9d2ee3de2bc1f,"Because of the recent exponential rise in attack frequency and sophistication, the proliferation of smart things has created significant cybersecurity challenges. Even though the tremendous changes cloud computing has brought to the business world, its centralization makes it challenging to use distributed services like security systems. Valuable data breaches might occur due to the high volume of data that moves between businesses and cloud service suppliers, both accidental and malicious. The malicious insider becomes a crucial threat to the organization since they have more access and opportunity to produce significant damage. Unlike outsiders, insiders possess privileged and proper access to information and resources. In this work, a machine learning-based system for insider threat detection and classification is proposed and developed a systematic approach to identify various anomalous occurrences that may point to anomalies and security problems associated with privilege escalation. By combining many models, ensemble learning enhances machine learning outcomes and enables greater prediction performance. Multiple studies have been presented regarding detecting irregularities and vulnerabilities in network systems to find security flaws or threats involving privilege escalation. But these studies lack the proper identification of the attacks. This study proposes and evaluates ensembles of Machine learning (ML) techniques in this context. This paper implements machine learning algorithms for the classification of insider attacks. A customized dataset from multiple files of the CERT dataset is used. Four machine learning algorithms, i.e., Random Forest (RF), Adaboost, XGBoost, and LightGBM, are applied to that dataset and analyzed results. Overall, LightGBM performed best. However, some other algorithms, such as RF or AdaBoost, may perform better on some internal attacks (Behavioral Biometrics attacks) or other internal attacks. Therefore, there is room for incorporating more than one machine learning algorithm to obtain a stronger classification in multiple internal attacks. Among the proposed algorithms, the LightGBM algorithm provides the highest accuracy of 97%; the other accuracy values are RF at 86%, AdaBoost at 88%, and XGBoost at 88.27%. © 2013 IEEE.",2023,23/12/2025 2:34,27/12/2025 5:33,,46561-46576,,,11,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 43</p>,C:\Users\rao\Zotero\storage\592GB4JS\Mehmood et al. - 2023 - Privilege Escalation Attack Detection and Mitigation in Cloud Using Machine Learning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GJY9I9A4,journalArticle,2023,"Wang, ZQ; El Saddik, A",DTITD: An Intelligent Insider Threat Detection Framework Based on Digital Twin and Self-Attention Based Deep Learning Models,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2023.3324371,,,2023,22/12/2025 13:43,27/12/2025 5:33,,114013-114030,,,11,,,,,,,,,,,,,,WOS:001091743700001,,,,,C:\Users\rao\Zotero\storage\G2D59LY9\Wang and El Saddik - 2023 - DTITD An Intelligent Insider Threat Detection Framework Based on Digital Twin and Self-Attention Ba.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I9RM87Z7,journalArticle,2023,Villarreal-Vasquez; G. Modelo-Howard; S. Dube; B. Bhargava,Hunting for Insider Threats Using LSTM-Based Anomaly Detection,IEEE Transactions on Dependable and Secure Computing,,1941-0018,10.1109/TDSC.2021.3135639,,,1/2/2023,27/12/2025 3:02,12/1/2026 6:51,,451-462,,1,20,,IEEE Transactions on Dependable and Secure Computing,,,,,,,,,,,,,,,,,C:\Users\rao\Zotero\storage\2CVPDRF4\M. Villarreal-Vasquez et al. - 2023 - Hunting for Insider Threats Using LSTM-Based Anomaly Detection.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECBRI49,journalArticle,2023,Li X; X. Li; J. Jia; L. Li; J. Yuan; Y. Gao; S. Yu,A High Accuracy and Adaptive Anomaly Detection Model With Dual-Domain Graph Convolutional Network for Insider Threat Detection,IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY,,1556-6013,10.1109/TIFS.2023.3245413,,,2023,27/12/2025 1:46,12/1/2026 6:52,,1638-1652,,,18,,IEEE Transactions on Information Forensics and Security,,,,,,,,,,,,,,,,,C:\Users\rao\Zotero\storage\ZXDDLRWH\X. Li et al. - 2023 - A High Accuracy and Adaptive Anomaly Detection Model With Dual-Domain Graph Convolutional Network fo.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77KCG7XI,journalArticle,2023,"Xiao, J.; Yang, L.; Zhong, F.; Wang, X.; Chen, H.; Li, D.",Robust Anomaly-Based Insider Threat Detection Using Graph Neural Network,IEEE Transactions on Network and Service Management,,1932-4537,10.1109/TNSM.2022.3222635,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142793470&doi=10.1109%2FTNSM.2022.3222635&partnerID=40&md5=f25bf7f95979b9c8e5590e433701a48f,"Misuse or malicious access to critical assets of information systems by insiders usually causes significant loss to organizations. The issue of insider threat detection for information systems has received many researchers' attention in both security and data mining fields, and a lot of related research results were presented. However, there are still many challenges in capturing the behavior difference between malicious insiders and normal users accurately, such as lack of labeled insider threats, the subtle and adaptive nature of insider threats, complexity, heterogeneity, sparsity of the underlying data, etc. To detect insider threats with large and complex audit data, a Multi-Edge Weight Relational Graph Neural Network method (MEWRGNN) for robust anomaly detection is proposed in this paper. Unlike most existing approaches, the MEWRGNN adopts several graph neural networks to capture the contextual relationship of user behaviors over a period of time, which is a critical factor for achieving accurate anomaly identification. The MEWRGNN achieves a certain degree of interpretability through ranking the contribution of different edge-representation features. Evaluation experimental results demonstrate that the MEWRGNN can learn a model from limited sample data sets, and achieve quick and accurate insider threat detection performance. In addition, other feature ranking results allow providing security analysts with understandable insights for investigating the detected insider threats. © 2004-2012 IEEE.",2023,23/12/2025 2:34,27/12/2025 5:33,,3717-3733,,3,20,,,,,,,,,,,,,Scopus,,,,,<p>Export Date: 23 December 2025; Cited By: 21</p>,C:\Users\rao\Zotero\storage\RIB6VMJB\Xiao et al. - 2023 - Robust Anomaly-Based Insider Threat Detection Using Graph Neural Network.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIRJ7T4U,journalArticle,2023,"Al-Shehari, T; Alsowail, RA",Random resampling algorithms for addressing the imbalanced dataset classes in insider threat detection,INTERNATIONAL JOURNAL OF INFORMATION SECURITY,,1615-5262,10.1007/s10207-022-00651-1,,,2023-06,22/12/2025 13:43,27/12/2025 5:33,,611-629,,3,22,,,,,,,,,,,,,,WOS:000902359900001,,,,,C:\Users\rao\Zotero\storage\ACZJU5N6\Al-Shehari and Alsowail - 2023 - Random resampling algorithms for addressing the imbalanced dataset classes in insider threat detecti.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T5QTAQFK,journalArticle,2023,"Amiri-Zarandi, M; Karimipour, H; Dara, RA",A federated and explainable approach for insider threat detection in IoT,INTERNET OF THINGS,,2543-1536,10.1016/j.iot.2023.100965,,"An insider threat is a malicious action launched by authorized personnel inside the organization. Since insider actions may only leave a small digital footprint in the system, it is considered a major cybersecurity challenge in different applications. Along with the rapid growth of the Internet of Things (IoT) and the extensive attack surface in this technology, many concerns have been raised regarding the potential insider threats in IoT environments. Several studies have been conducted on Machine Learning (ML)-based insider threat detection solutions which are focused on the models' performance while the trustability of these models is neglected. Trustworthy Learning refers to a new trend in ML that focuses on ways to ensure that the data collection and data analysis procedures in ML techniques follow ethical applications and are trustable to human users. This approach enforces the acceptance and successful adoption of ML-based solutions. This study aims to propose an improved trustworthy insider threat detection method that ensures two of the trustworthy learning requirements: Privacy and Explainability. The proposed solution protects the privacy of the utilized data and is capable of explaining why certain behaviors are detected as a threat. The proposed solution also leverages data collaboration between different data owners to increase the volume of data used in the training process and enhance the performance of the ML model. Experimental results show the proposed solution outperforms the learning models trained by individual data holders.",2023-12,22/12/2025 13:43,27/12/2025 5:33,,,,,24,,,,,,,,,,,,,,WOS:001114050000001,,,,,C:\Users\rao\Zotero\storage\EW3Q3IPD\Amiri-Zarandi et al. - 2023 - A federated and explainable approach for insider threat detection in IoT.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78KZULEF,journalArticle,2023,"Randive, K; Mohan, R; Sivakrishna, AM",An efficient pattern-based approach for insider threat classification using the image-based feature representation,JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,,2214-2126,10.1016/j.jisa.2023.103434,,,2023-03,22/12/2025 13:43,27/12/2025 5:33,,,,,73,,,,,,,,,,,,,,WOS:000925750600001,,,,,C:\Users\rao\Zotero\storage\EYERRRPM\Randive et al. - 2023 - An efficient pattern-based approach for insider threat classification using the image-based feature.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
